code,description
W5552XA,Struck by raccoon initial encounter
W5559XA,Other contact with raccoon initial encounter
W5581XA,Bitten by other mammals initial encounter
W5582XA,Struck by other mammals initial encounter
W5589XA,Other contact with other mammals initial encounter
W5601XA,Bitten by dolphin initial encounter
W5602XA,Struck by dolphin initial encounter
W5609XA,Other contact with dolphin initial encounter
W5611XA,Bitten by sea lion initial encounter
W5612XA,Struck by sea lion initial encounter
W5619XA,Other contact with sea lion initial encounter
W5621XA,Bitten by orca initial encounter
W5622XA,Struck by orca initial encounter
W5629XA,Other contact with orca initial encounter
W5631XA,Bitten by other marine mammals initial encounter
W5632XA,Struck by other marine mammals initial encounter
W5639XA,Other contact with other marine mammals initial encounter
W5641XA,Bitten by shark initial encounter
W5642XA,Struck by shark initial encounter
W5649XA,Other contact with shark initial encounter
W5651XA,Bitten by other fish initial encounter
W5652XA,Struck by other fish initial encounter
W5659XA,Other contact with other fish initial encounter
W5681XA,Bitten by other nonvenomous marine animals initial encounter
W5682XA,Struck by other nonvenomous marine animals initial encounter
W5689XA,Other contact with other nonvenomous marine animals initial encounter
W57XXXA,Bitten or stung by nonvenomous insect and other nonvenomous arthropods initial encounter
W5801XA,Bitten by alligator initial encounter
W5802XA,Struck by alligator initial encounter
W5803XA,Crushed by alligator initial encounter
W5809XA,Other contact with alligator initial encounter
W5811XA,Bitten by crocodile initial encounter
W5812XA,Struck by crocodile initial encounter
W5813XA,Crushed by crocodile initial encounter
W5819XA,Other contact with crocodile initial encounter
W5901XA,Bitten by nonvenomous lizards initial encounter
W5902XA,Struck by nonvenomous lizards initial encounter
W5909XA,Other contact with nonvenomous lizards initial encounter
W5911XA,Bitten by nonvenomous snake initial encounter
W5912XA,Struck by nonvenomous snake initial encounter
W5913XA,Crushed by nonvenomous snake initial encounter
W5919XA,Other contact with nonvenomous snake initial encounter
W5921XA,Bitten by turtle initial encounter
W5922XA,Struck by turtle initial encounter
W5929XA,Other contact with turtle initial encounter
W5981XA,Bitten by other nonvenomous reptiles initial encounter
W5982XA,Struck by other nonvenomous reptiles initial encounter
W5983XA,Crushed by other nonvenomous reptiles initial encounter
W5989XA,Other contact with other nonvenomous reptiles initial encounter
W60XXXA,Contact with nonvenomous plant thorns and spines and sharp leaves initial encounter
W6101XA,Bitten by parrot initial encounter
W6102XA,Struck by parrot initial encounter
W6109XA,Other contact with parrot initial encounter
W6111XA,Bitten by macaw initial encounter
W6112XA,Struck by macaw initial encounter
W6119XA,Other contact with macaw initial encounter
W6121XA,Bitten by other psittacines initial encounter
W6122XA,Struck by other psittacines initial encounter
W6129XA,Other contact with other psittacines initial encounter
W6132XA,Struck by chicken initial encounter
W6133XA,Pecked by chicken initial encounter
W6139XA,Other contact with chicken initial encounter
W6142XA,Struck by turkey initial encounter
W6143XA,Pecked by turkey initial encounter
W6149XA,Other contact with turkey initial encounter
W6151XA,Bitten by goose initial encounter
W6152XA,Struck by goose initial encounter
W6159XA,Other contact with goose initial encounter
W6161XA,Bitten by duck initial encounter
W6162XA,Struck by duck initial encounter
W6169XA,Other contact with duck initial encounter
W6191XA,Bitten by other birds initial encounter
W6192XA,Struck by other birds initial encounter
W6199XA,Other contact with other birds initial encounter
W620XXA,Contact with nonvenomous frogs initial encounter
W64XXXA,Exposure to other animate mechanical forces initial encounter
W65XXXA,Accidental drowning and submersion while in bath-tub initial encounter
W73XXXA,Other specified cause of accidental non-transport drowning and submersion initial encounter
W74XXXA,Unspecified cause of accidental drowning and submersion initial encounter
W85XXXA,Exposure to electric transmission lines initial encounter
W9301XA,Contact with dry ice initial encounter
W9302XA,Inhalation of dry ice initial encounter
W9311XA,Contact with liquid air initial encounter
W9312XA,Inhalation of liquid air initial encounter
W932XXA,Prolonged exposure in deep freeze unit or refrigerator initial encounter
W938XXA,Exposure to other excessive cold of man-made origin initial encounter
X002XXA,Injury due to collapse of burning building or structure in uncontrolled fire initial encounter
X003XXA,Fall from burning building or structure in uncontrolled fire initial encounter
X004XXA,Hit by object from burning building or structure in uncontrolled fire initial encounter
X005XXA,Jump from burning building or structure in uncontrolled fire initial encounter
X008XXA,Other exposure to uncontrolled fire in building or structure initial encounter
X010XXA,Exposure to flames in uncontrolled fire not in building or structure initial encounter
X013XXA,Fall due to uncontrolled fire not in building or structure initial encounter
X014XXA,Hit by object due to uncontrolled fire not in building or structure initial encounter
X018XXA,Other exposure to uncontrolled fire not in building or structure initial encounter
X020XXA,Exposure to flames in controlled fire in building or structure initial encounter
X022XXA,Injury due to collapse of burning building or structure in controlled fire initial encounter
X023XXA,Fall from burning building or structure in controlled fire initial encounter
X024XXA,Hit by object from burning building or structure in controlled fire initial encounter
X025XXA,Jump from burning building or structure in controlled fire initial encounter
X028XXA,Other exposure to controlled fire in building or structure initial encounter
X030XXA,Exposure to flames in controlled fire not in building or structure initial encounter
X033XXA,Fall due to controlled fire not in building or structure initial encounter
X034XXA,Hit by object due to controlled fire not in building or structure initial encounter
X038XXA,Other exposure to controlled fire not in building or structure initial encounter
X04XXXA,Exposure to ignition of highly flammable material initial encounter
X100XXA,Contact with hot drinks initial encounter
X130XXA,Inhalation of steam and other hot vapors initial encounter
X131XXA,Other contact with steam and other hot vapors initial encounter
X140XXA,Inhalation of hot air and gases initial encounter
X141XXA,Other contact with hot air and other hot gases initial encounter
X150XXA,Contact with hot stove (kitchen) initial encounter
X30XXXA,Exposure to excessive natural heat initial encounter
X34XXXA,Earthquake initial encounter
X35XXXA,Volcanic eruption initial encounter
X360XXA,Collapse of dam or man-made structure causing earth movement initial encounter
X361XXA,Avalanche landslide or mudslide initial encounter
X370XXA,Hurricane initial encounter
X371XXA,Tornado initial encounter
X372XXA,Blizzard (snow)(ice) initial encounter
X373XXA,Dust storm initial encounter
X3741XA,Tidal wave due to earthquake or volcanic eruption initial encounter
X378XXA,Other cataclysmic storms initial encounter
X379XXA,Unspecified cataclysmic storm initial encounter
X38XXXA,Flood initial encounter
X3901XA,Exposure to radon initial encounter
X398XXA,Other exposure to forces of nature initial encounter
X500XXA,Overexertion from strenuous movement or load initial encounter
X509XXA,Other and unspecified overexertion or strenuous movements or postures initial encounter
X52XXXA,Prolonged stay in weightless environment initial encounter
X58XXXA,Exposure to other specified factors initial encounter
X710XXA,Intentional self-harm by drowning and submersion while in bathtub initial encounter
X718XXA,Other intentional self-harm by drowning and submersion initial encounter
X719XXA,Intentional self-harm by drowning and submersion unspecified initial encounter
X828XXA,Other intentional self-harm by crashing of motor vehicle initial encounter
X830XXA,Intentional self-harm by crashing of aircraft initial encounter
X920XXA,Assault by drowning and submersion while in bathtub initial encounter
X928XXA,Other assault by drowning and submersion initial encounter
X929XXA,Assault by drowning and submersion unspecified initial encounter
Y038XXA,Other assault by crashing of motor vehicle initial encounter
Y040XXA,Assault by unarmed brawl or fight initial encounter
Y0701,Husband perpetrator of maltreatment and neglect
Y0702,Wife perpetrator of maltreatment and neglect
Y0703,Male partner perpetrator of maltreatment and neglect
Y0704,Female partner perpetrator of maltreatment and neglect
Y0711,Biological father perpetrator of maltreatment and neglect
Y0713,Adoptive father perpetrator of maltreatment and neglect
Y0714,Adoptive mother perpetrator of maltreatment and neglect
Y07410,Brother perpetrator of maltreatment and neglect
Y07411,Sister perpetrator of maltreatment and neglect
Y07420,Foster father perpetrator of maltreatment and neglect
Y07421,Foster mother perpetrator of maltreatment and neglect
Y07430,Stepfather perpetrator of maltreatment and neglect
Y07432,Male friend of parent (co-residing in household) perpetrator of maltreatment and neglect
Y07433,Stepmother perpetrator of maltreatment and neglect
Y07434,Female friend of parent (co-residing in household) perpetrator of maltreatment and neglect
Y07435,Stepbrother perpetrator or maltreatment and neglect
Y07436,Stepsister perpetrator of maltreatment and neglect
Y07490,Male cousin perpetrator of maltreatment and neglect
Y07491,Female cousin perpetrator of maltreatment and neglect
Y07499,Other family member perpetrator of maltreatment and neglect
Y0750,Unspecified non-family member perpetrator of maltreatment and neglect
Y07510,At-home childcare provider perpetrator of maltreatment and neglect
Y07511,Daycare center childcare provider perpetrator of maltreatment and neglect
Y07512,At-home adultcare provider perpetrator of maltreatment and neglect
Y07513,Adultcare center provider perpetrator of maltreatment and neglect
Y07519,Unspecified daycare provider perpetrator of maltreatment and neglect
Y07521,Mental health provider perpetrator of maltreatment and neglect
Y07528,Other therapist or healthcare provider perpetrator of maltreatment and neglect
Y07529,Unspecified healthcare provider perpetrator of maltreatment and neglect
Y0753,Teacher or instructor perpetrator of maltreatment and neglect
Y0759,Other non-family member perpetrator of maltreatment and neglect
Y076,Multiple perpetrators of maltreatment and neglect
Y079,Unspecified perpetrator of maltreatment and neglect
Y0801XA,Assault by strike by hockey stick initial encounter
Y210XXA,Drowning and submersion while in bathtub undetermined intent initial encounter
Y218XXA,Other drowning and submersion undetermined intent initial encounter
Y219XXA,Unspecified drowning and submersion undetermined intent initial encounter
Y22XXXA,Handgun discharge undetermined intent initial encounter
Y230XXA,Shotgun discharge undetermined intent initial encounter
Y231XXA,Hunting rifle discharge undetermined intent initial encounter
Y232XXA,Military firearm discharge undetermined intent initial encounter
Y233XXA,Machine gun discharge undetermined intent initial encounter
Y238XXA,Other larger firearm discharge undetermined intent initial encounter
Y239XXA,Unspecified larger firearm discharge undetermined intent initial encounter
Y240XXA,Airgun discharge undetermined intent initial encounter
Y248XXA,Other firearm discharge undetermined intent initial encounter
Y249XXA,Unspecified firearm discharge undetermined intent initial encounter
Y25XXXA,Contact with explosive material undetermined intent initial encounter
Y26XXXA,Exposure to smoke fire and flames undetermined intent initial encounter
Y270XXA,Contact with steam and hot vapors undetermined intent initial encounter
Y30XXXA,Falling jumping or pushed from a high place undetermined intent initial encounter
Y31XXXA,Falling lying or running before or into moving object undetermined intent initial encounter
Y32XXXA,Crashing of motor vehicle undetermined intent initial encounter
Y33XXXA,Other specified events undetermined intent initial encounter
Y35001A,Legal intervention involving unspecified firearm discharge law enforcement official injured initial encounter
Y36000A,War operations involving explosion of unspecified marine weapon military personnel initial encounter
Y36810A,Explosion of mine placed during war operations but exploding after cessation of hostilities military personnel initial encounter
Y36880A,Other war operations occurring after cessation of hostilities military personnel initial encounter
Y36890A,Unspecified war operations occurring after cessation of hostilities military personnel initial encounter
Y3690XA,War operations unspecified initial encounter
Y37000A,Military operations involving explosion of unspecified marine weapon military personnel initial encounter
Y380X1A,Terrorism involving explosion of marine weapons public safety official injured initial encounter
Y620,Failure of sterile precautions during surgical operation
Y630,Excessive amount of blood or other fluid given during transfusion or infusion
Y631,Incorrect dilution of fluid used during infusion
Y632,Overdose of radiation given during therapy
Y633,Inadvertent exposure of patient to radiation during medical care
Y634,Failure in dosage in electroshock or insulin-shock therapy
Y635,Inappropriate temperature in local application and packing
Y636,Underdosing and nonadministration of necessary drug medicament or biological substance
Y638,Failure in dosage during other surgical and medical care
Y640,Contaminated medical or biological substance transfused or infused
Y650,Mismatched blood in transfusion
Y651,Wrong fluid used in infusion
Y652,Failure in suture or ligature during surgical operation
Y653,Endotracheal tube wrongly placed during anesthetic procedure
Y654,Failure to introduce or to remove other tube or instrument
Y6551,Performance of wrong procedure (operation) on correct patient
Y658,Other specified misadventures during surgical and medical care
Y66,Nonadministration of surgical and medical care
Y69,Unspecified misadventure during surgical and medical care
Y700,Diagnostic and monitoring anesthesiology devices associated with adverse incidents
Y701,Therapeutic (nonsurgical) and rehabilitative anesthesiology devices associated with adverse incidents
Y702,Prosthetic and other implants materials and accessory anesthesiology devices associated with adverse incidents
Y703,Surgical instruments materials and anesthesiology devices (including sutures) associated with adverse incidents
Y708,Miscellaneous anesthesiology devices associated with adverse incidents not elsewhere classified
Y710,Diagnostic and monitoring cardiovascular devices associated with adverse incidents
Y711,Therapeutic (nonsurgical) and rehabilitative cardiovascular devices associated with adverse incidents
Y712,Prosthetic and other implants materials and accessory cardiovascular devices associated with adverse incidents
Y713,Surgical instruments materials and cardiovascular devices (including sutures) associated with adverse incidents
Y718,Miscellaneous cardiovascular devices associated with adverse incidents not elsewhere classified
Y720,Diagnostic and monitoring otorhinolaryngological devices associated with adverse incidents
Y721,Therapeutic (nonsurgical) and rehabilitative otorhinolaryngological devices associated with adverse incidents
Y722,Prosthetic and other implants materials and accessory otorhinolaryngological devices associated with adverse incidents
Y723,Surgical instruments materials and otorhinolaryngological devices (including sutures) associated with adverse incidents
Y728,Miscellaneous otorhinolaryngological devices associated with adverse incidents not elsewhere classified
Y730,Diagnostic and monitoring gastroenterology and urology devices associated with adverse incidents
Y731,Therapeutic (nonsurgical) and rehabilitative gastroenterology and urology devices associated with adverse incidents
Y732,Prosthetic and other implants materials and accessory gastroenterology and urology devices associated with adverse incidents
Y733,Surgical instruments materials and gastroenterology and urology devices (including sutures) associated with adverse incidents
Y738,Miscellaneous gastroenterology and urology devices associated with adverse incidents not elsewhere classified
Y740,Diagnostic and monitoring general hospital and personal-use devices associated with adverse incidents
Y741,Therapeutic (nonsurgical) and rehabilitative general hospital and personal-use devices associated with adverse incidents
Y742,Prosthetic and other implants materials and accessory general hospital and personal-use devices associated with adverse incidents
Y743,Surgical instruments materials and general hospital and personal-use devices (including sutures) associated with adverse incidents
Y748,Miscellaneous general hospital and personal-use devices associated with adverse incidents not elsewhere classified
Y750,Diagnostic and monitoring neurological devices associated with adverse incidents
Y751,Therapeutic (nonsurgical) and rehabilitative neurological devices associated with adverse incidents
Y752,Prosthetic and other implants materials and neurological devices associated with adverse incidents
Y753,Surgical instruments materials and neurological devices (including sutures) associated with adverse incidents
Y758,Miscellaneous neurological devices associated with adverse incidents not elsewhere classified
Y760,Diagnostic and monitoring obstetric and gynecological devices associated with adverse incidents
Y761,Therapeutic (nonsurgical) and rehabilitative obstetric and gynecological devices associated with adverse incidents
Y762,Prosthetic and other implants materials and accessory obstetric and gynecological devices associated with adverse incidents
Y763,Surgical instruments materials and obstetric and gynecological devices (including sutures) associated with adverse incidents
Y768,Miscellaneous obstetric and gynecological devices associated with adverse incidents not elsewhere classified
Y770,Diagnostic and monitoring ophthalmic devices associated with adverse incidents
Y7711,Contact lens associated with adverse incidents
Y7719,Other therapeutic (nonsurgical) and rehabilitative ophthalmic devices associated with adverse incidents
Y772,Prosthetic and other implants materials and accessory ophthalmic devices associated with adverse incidents
Y773,Surgical instruments materials and ophthalmic devices (including sutures) associated with adverse incidents
Y778,Miscellaneous ophthalmic devices associated with adverse incidents not elsewhere classified
Y780,Diagnostic and monitoring radiological devices associated with adverse incidents
Y781,Therapeutic (nonsurgical) and rehabilitative radiological devices associated with adverse incidents
Y782,Prosthetic and other implants materials and accessory radiological devices associated with adverse incidents
Y783,Surgical instruments materials and radiological devices (including sutures) associated with adverse incidents
Y788,Miscellaneous radiological devices associated with adverse incidents not elsewhere classified
Y790,Diagnostic and monitoring orthopedic devices associated with adverse incidents
Y791,Therapeutic (nonsurgical) and rehabilitative orthopedic devices associated with adverse incidents
Y792,Prosthetic and other implants materials and accessory orthopedic devices associated with adverse incidents
Y793,Surgical instruments materials and orthopedic devices (including sutures) associated with adverse incidents
Y798,Miscellaneous orthopedic devices associated with adverse incidents not elsewhere classified
Y800,Diagnostic and monitoring physical medicine devices associated with adverse incidents
Y801,Therapeutic (nonsurgical) and rehabilitative physical medicine devices associated with adverse incidents
Y802,Prosthetic and other implants materials and accessory physical medicine devices associated with adverse incidents
Y803,Surgical instruments materials and physical medicine devices (including sutures) associated with adverse incidents
Y808,Miscellaneous physical medicine devices associated with adverse incidents not elsewhere classified
Y810,Diagnostic and monitoring general- and plastic-surgery devices associated with adverse incidents
Y811,Therapeutic (nonsurgical) and rehabilitative general- and plastic-surgery devices associated with adverse incidents
Y812,Prosthetic and other implants materials and accessory general- and plastic-surgery devices associated with adverse incidents
Y813,Surgical instruments materials and general- and plastic-surgery devices (including sutures) associated with adverse incidents
Y818,Miscellaneous general- and plastic-surgery devices associated with adverse incidents not elsewhere classified
Y828,Other medical devices associated with adverse incidents
Y829,Unspecified medical devices associated with adverse incidents
Y830,Surgical operation with transplant of whole organ as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure
Y834,Other reconstructive surgery as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure
Y835,Amputation of limb(s) as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure
Y836,Removal of other organ (partial) (total) as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure
Y838,Other surgical procedures as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure
Y839,Surgical procedure unspecified as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure
Y840,Cardiac catheterization as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure
Y841,Kidney dialysis as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure
Y842,Radiological procedure and radiotherapy as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure
Y843,Shock therapy as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure
Y844,Aspiration of fluid as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure
Y845,Insertion of gastric or duodenal sound as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure
Y846,Urinary catheterization as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure
Y847,Blood-sampling as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure
Y848,Other medical procedures as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure
Y849,Medical procedure unspecified as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure
Y900,Blood alcohol level of less than 20 mg/100 ml
Y909,Presence of alcohol in blood level not specified
Y92000,Kitchen of unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92001,Dining room of unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92002,Bathroom of unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92003,Bedroom of unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92007,Garden or yard of unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92008,Other place in unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92009,Unspecified place in unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92010,Kitchen of single-family (private) house as the place of occurrence of the external cause
Y92011,Dining room of single-family (private) house as the place of occurrence of the external cause
Y92012,Bathroom of single-family (private) house as the place of occurrence of the external cause
Y92013,Bedroom of single-family (private) house as the place of occurrence of the external cause
Y92014,Private driveway to single-family (private) house as the place of occurrence of the external cause
Y92015,Private garage of single-family (private) house as the place of occurrence of the external cause
Y92016,Swimming-pool in single-family (private) house or garden as the place of occurrence of the external cause
Y92017,Garden or yard in single-family (private) house as the place of occurrence of the external cause
Y92018,Other place in single-family (private) house as the place of occurrence of the external cause
Y92019,Unspecified place in single-family (private) house as the place of occurrence of the external cause
Y92020,Kitchen in mobile home as the place of occurrence of the external cause
Y92021,Dining room in mobile home as the place of occurrence of the external cause
Y92022,Bathroom in mobile home as the place of occurrence of the external cause
Y92023,Bedroom in mobile home as the place of occurrence of the external cause
Y92024,Driveway of mobile home as the place of occurrence of the external cause
Y92025,Garage of mobile home as the place of occurrence of the external cause
Y92026,Swimming-pool of mobile home as the place of occurrence of the external cause
Y92027,Garden or yard of mobile home as the place of occurrence of the external cause
Y92028,Other place in mobile home as the place of occurrence of the external cause
Y92029,Unspecified place in mobile home as the place of occurrence of the external cause
Y92030,Kitchen in apartment as the place of occurrence of the external cause
Y92031,Bathroom in apartment as the place of occurrence of the external cause
Y92032,Bedroom in apartment as the place of occurrence of the external cause
Y92038,Other place in apartment as the place of occurrence of the external cause
Y92039,Unspecified place in apartment as the place of occurrence of the external cause
Y92040,Kitchen in boarding-house as the place of occurrence of the external cause
Y92041,Bathroom in boarding-house as the place of occurrence of the external cause
Y92042,Bedroom in boarding-house as the place of occurrence of the external cause
Y92043,Driveway of boarding-house as the place of occurrence of the external cause
Y92044,Garage of boarding-house as the place of occurrence of the external cause
Y92045,Swimming-pool of boarding-house as the place of occurrence of the external cause
Y92046,Garden or yard of boarding-house as the place of occurrence of the external cause
Y92048,Other place in boarding-house as the place of occurrence of the external cause
Y92049,Unspecified place in boarding-house as the place of occurrence of the external cause
Y92090,Kitchen in other non-institutional residence as the place of occurrence of the external cause
Y92091,Bathroom in other non-institutional residence as the place of occurrence of the external cause
Y92092,Bedroom in other non-institutional residence as the place of occurrence of the external cause
Y92093,Driveway of other non-institutional residence as the place of occurrence of the external cause
Y92094,Garage of other non-institutional residence as the place of occurrence of the external cause
Y92095,Swimming-pool of other non-institutional residence as the place of occurrence of the external cause
Y92096,Garden or yard of other non-institutional residence as the place of occurrence of the external cause
Y92098,Other place in other non-institutional residence as the place of occurrence of the external cause
Y92099,Unspecified place in other non-institutional residence as the place of occurrence of the external cause
Y92110,Kitchen in children's home and orphanage as the place of occurrence of the external cause
Y92111,Bathroom in children's home and orphanage as the place of occurrence of the external cause
Y92112,Bedroom in children's home and orphanage as the place of occurrence of the external cause
Y92113,Driveway of children's home and orphanage as the place of occurrence of the external cause
Y92114,Garage of children's home and orphanage as the place of occurrence of the external cause
Y92115,Swimming-pool of children's home and orphanage as the place of occurrence of the external cause
Y92116,Garden or yard of children's home and orphanage as the place of occurrence of the external cause
Y92118,Other place in children's home and orphanage as the place of occurrence of the external cause
Y92119,Unspecified place in children's home and orphanage as the place of occurrence of the external cause
Y92120,Kitchen in nursing home as the place of occurrence of the external cause
Y92121,Bathroom in nursing home as the place of occurrence of the external cause
Y92122,Bedroom in nursing home as the place of occurrence of the external cause
Y92123,Driveway of nursing home as the place of occurrence of the external cause
Y92124,Garage of nursing home as the place of occurrence of the external cause
Y92125,Swimming-pool of nursing home as the place of occurrence of the external cause
Y92126,Garden or yard of nursing home as the place of occurrence of the external cause
Y92128,Other place in nursing home as the place of occurrence of the external cause
Y92129,Unspecified place in nursing home as the place of occurrence of the external cause
Y92130,Kitchen on military base as the place of occurrence of the external cause
Y92131,Mess hall on military base as the place of occurrence of the external cause
Y92133,Barracks on military base as the place of occurrence of the external cause
Y92135,Garage on military base as the place of occurrence of the external cause
Y92136,Swimming-pool on military base as the place of occurrence of the external cause
Y92137,Garden or yard on military base as the place of occurrence of the external cause
Y92138,Other place on military base as the place of occurrence of the external cause
Y92139,Unspecified place military base as the place of occurrence of the external cause
Y92140,Kitchen in prison as the place of occurrence of the external cause
Y92141,Dining room in prison as the place of occurrence of the external cause
Y92142,Bathroom in prison as the place of occurrence of the external cause
Y92143,Cell of prison as the place of occurrence of the external cause
Y92146,Swimming-pool of prison as the place of occurrence of the external cause
Y92147,Courtyard of prison as the place of occurrence of the external cause
Y92148,Other place in prison as the place of occurrence of the external cause
Y92149,Unspecified place in prison as the place of occurrence of the external cause
Y92150,Kitchen in reform school as the place of occurrence of the external cause
Y92151,Dining room in reform school as the place of occurrence of the external cause
Y92152,Bathroom in reform school as the place of occurrence of the external cause
Y92153,Bedroom in reform school as the place of occurrence of the external cause
Y92154,Driveway of reform school as the place of occurrence of the external cause
Y92155,Garage of reform school as the place of occurrence of the external cause
Y92156,Swimming-pool of reform school as the place of occurrence of the external cause
Y92157,Garden or yard of reform school as the place of occurrence of the external cause
Y92158,Other place in reform school as the place of occurrence of the external cause
Y92159,Unspecified place in reform school as the place of occurrence of the external cause
Y92160,Kitchen in school dormitory as the place of occurrence of the external cause
Y92161,Dining room in school dormitory as the place of occurrence of the external cause
Y92162,Bathroom in school dormitory as the place of occurrence of the external cause
Y92163,Bedroom in school dormitory as the place of occurrence of the external cause
Y92168,Other place in school dormitory as the place of occurrence of the external cause
Y92169,Unspecified place in school dormitory as the place of occurrence of the external cause
Y92190,Kitchen in other specified residential institution as the place of occurrence of the external cause
Y92191,Dining room in other specified residential institution as the place of occurrence of the external cause
Y92192,Bathroom in other specified residential institution as the place of occurrence of the external cause
Y92193,Bedroom in other specified residential institution as the place of occurrence of the external cause
Y92194,Driveway of other specified residential institution as the place of occurrence of the external cause
Y92195,Garage of other specified residential institution as the place of occurrence of the external cause
Y92196,Pool of other specified residential institution as the place of occurrence of the external cause
Y92197,Garden or yard of other specified residential institution as the place of occurrence of the external cause
Y92198,Other place in other specified residential institution as the place of occurrence of the external cause
Y92199,Unspecified place in other specified residential institution as the place of occurrence of the external cause
Y92210,Daycare center as the place of occurrence of the external cause
Y92211,Elementary school as the place of occurrence of the external cause
Y92212,Middle school as the place of occurrence of the external cause
Y92213,High school as the place of occurrence of the external cause
Y92214,College as the place of occurrence of the external cause
Y92215,Trade school as the place of occurrence of the external cause
Y92218,Other school as the place of occurrence of the external cause
Y92219,Unspecified school as the place of occurrence of the external cause
Y9222,Religious institution as the place of occurrence of the external cause
Y92230,Patient room in hospital as the place of occurrence of the external cause
Y92231,Patient bathroom in hospital as the place of occurrence of the external cause
Y92232,Corridor of hospital as the place of occurrence of the external cause
Y92233,Cafeteria of hospital as the place of occurrence of the external cause
Y92234,Operating room of hospital as the place of occurrence of the external cause
Y92238,Other place in hospital as the place of occurrence of the external cause
Y92239,Unspecified place in hospital as the place of occurrence of the external cause
Y92240,Courthouse as the place of occurrence of the external cause
Y92241,Library as the place of occurrence of the external cause
Y92242,Post office as the place of occurrence of the external cause
Y92243,City hall as the place of occurrence of the external cause
Y92248,Other public administrative building as the place of occurrence of the external cause
Y92250,Art Gallery as the place of occurrence of the external cause
Y92251,Museum as the place of occurrence of the external cause
Y92252,Music hall as the place of occurrence of the external cause
Y92253,Opera house as the place of occurrence of the external cause
Y92254,Theater (live) as the place of occurrence of the external cause
Y92258,Other cultural public building as the place of occurrence of the external cause
Y9226,Movie house or cinema as the place of occurrence of the external cause
Y9229,Other specified public building as the place of occurrence of the external cause
Y92310,Basketball court as the place of occurrence of the external cause
Y92311,Squash court as the place of occurrence of the external cause
Y92312,Tennis court as the place of occurrence of the external cause
Y92318,Other athletic court as the place of occurrence of the external cause
Y92320,Baseball field as the place of occurrence of the external cause
Y92321,Football field as the place of occurrence of the external cause
Y92322,Soccer field as the place of occurrence of the external cause
Y92328,Other athletic field as the place of occurrence of the external cause
Y92330,Ice skating rink (indoor) (outdoor) as the place of occurrence of the external cause
Y92331,Roller skating rink as the place of occurrence of the external cause
Y9234,Swimming pool (public) as the place of occurrence of the external cause
Y9239,Other specified sports and athletic area as the place of occurrence of the external cause
Y92410,Unspecified street and highway as the place of occurrence of the external cause
Y92411,Interstate highway as the place of occurrence of the external cause
Y92412,Parkway as the place of occurrence of the external cause
Y92413,State road as the place of occurrence of the external cause
Y92414,Local residential or business street as the place of occurrence of the external cause
Y92415,Exit ramp or entrance ramp of street or highway as the place of occurrence of the external cause
Y92480,Sidewalk as the place of occurrence of the external cause
Y92481,Parking lot as the place of occurrence of the external cause
Y92482,Bike path as the place of occurrence of the external cause
Y92488,Other paved roadways as the place of occurrence of the external cause
Y92510,Bank as the place of occurrence of the external cause
Y92511,Restaurant or cafe as the place of occurrence of the external cause
Y92512,Supermarket store or market as the place of occurrence of the external cause
Y92513,Shop (commercial) as the place of occurrence of the external cause
Y92520,Airport as the place of occurrence of the external cause
Y92521,Bus station as the place of occurrence of the external cause
Y92522,Railway station as the place of occurrence of the external cause
Y92523,Highway rest stop as the place of occurrence of the external cause
Y92524,Gas station as the place of occurrence of the external cause
Y92530,Ambulatory surgery center as the place of occurrence of the external cause
Y92531,Health care provider office as the place of occurrence of the external cause
Y92532,Urgent care center as the place of occurrence of the external cause
Y92538,Other ambulatory health services establishments as the place of occurrence of the external cause
Y9259,Other trade areas as the place of occurrence of the external cause
Y9261,Building [any] under construction as the place of occurrence of the external cause
Y9262,Dock or shipyard as the place of occurrence of the external cause
Y9263,Factory as the place of occurrence of the external cause
Y9264,Mine or pit as the place of occurrence of the external cause
